0,0
-1.5,-0.00063648
-1.485,-0.00064929
-1.47,-0.00060347
-1.455,-0.00059503
-1.44,-0.00057845
-1.425,-0.00057878
-1.41,-0.00053541
-1.395,-0.0005267
-1.38,-0.00050886
-1.365,-0.00051563
-1.35,-0.00049707
-1.335,-0.00051035
-1.32,-0.00048882
-1.305,-0.00047826
-1.29,-0.00045261
-1.275,-0.00045961
-1.26,-0.00045274
-1.245,-0.00043758
-1.23,-0.0004323
-1.215,-0.00041755
-1.2,-0.0004128
-1.185,-0.00040307
-1.17,-0.00040211
-1.155,-0.0003905
-1.14,-0.00038093
-1.125,-0.00036952
-1.11,-0.00036755
-1.095,-0.00035259
-1.08,-0.00034914
-1.065,-0.00033343
-1.05,-0.00033153
-1.035,-0.00032784
-1.02,-0.00032454
-1.005,-0.00031096
-0.99,-0.00030756
-0.975,-0.00028938
-0.96,-0.00028791
-0.945,-0.00027718
-0.93,-0.00027623
-0.915,-0.00027135
-0.9,-0.00026725
-0.885,-0.00025451
-0.87,-0.00025321
-0.855,-0.00023987
-0.84,-0.00023928
-0.825,-0.00022669
-0.81,-0.00022903
-0.795,-0.00021604
-0.78,-0.00021463
-0.765,-0.00021045
-0.75,-0.00020657
-0.735,-0.00019618
-0.72,-0.00019356
-0.705,-0.00018518
-0.69,-0.00018233
-0.675,-0.00017627
-0.66,-0.00017212
-0.645,-0.00016615
-0.63,-0.00016085
-0.615,-0.00015612
-0.6,-0.00015155
-0.585,-0.00014645
-0.57,-0.00014161
-0.555,-0.00013413
-0.54,-0.00012954
-0.525,-0.00012527
-0.51,-0.00012301
-0.495,-0.00011806
-0.48,-0.00011371
-0.465,-0.0001082
-0.45,-0.00010376
-0.435,-9.9e-05
-0.42,-9.59e-05
-0.405,-9.13e-05
-0.39,-8.74e-05
-0.375,-8.2e-05
-0.36,-7.89e-05
-0.345,-7.45e-05
-0.33,-7.17e-05
-0.315,-6.79e-05
-0.3,-6.41e-05
-0.285,-6.05e-05
-0.27,-5.74e-05
-0.255,-5.37e-05
-0.24,-4.95e-05
-0.225,-4.57e-05
-0.21,-4.22e-05
-0.195,-3.87e-05
-0.18,-3.57e-05
-0.165,-3.25e-05
-0.15,-2.91e-05
-0.135,-2.56e-05
-0.12,-2.21e-05
-0.105,-1.93e-05
-0.09,-1.61e-05
-0.075,-1.31e-05
-0.06,-1.04e-05
-0.045,-7.56e-06
-0.03,-5.03e-06
-0.015,-2.49e-06
0,-1.67e-08
0.015,2.28e-06
0.03,4.58e-06
0.045,6.87e-06
0.06,9.27e-06
0.075,1.15e-05
0.09,1.38e-05
0.105,1.65e-05
0.12,1.89e-05
0.135,2.08e-05
0.15,2.31e-05
0.165,2.36e-05
0.18,2.59e-05
0.195,2.86e-05
0.21,3.05e-05
0.225,3.43e-05
0.24,3.7e-05
0.255,4.14e-05
0.27,4.35e-05
0.285,4.66e-05
0.3,4.67e-05
0.315,4.8e-05
0.33,4.75e-05
0.345,5.38e-05
0.36,6.45e-05
0.375,6.97e-05
0.39,7.29e-05
0.405,7.61e-05
0.42,8.22e-05
0.435,8.46e-05
0.45,8.84e-05
0.465,9.06e-05
0.48,0.00010059
0.495,0.00011088
0.51,0.00013327
0.525,0.00014604
0.54,0.00017098
0.555,0.00018571
0.57,0.00021537
0.585,0.00028409
0.6,0.0003169
0.615,0.0003631
0.63,0.00040976
0.645,0.00046279
0.66,0.00053992
0.675,0.0005838
0.69,0.00061229
0.705,0.00069938
0.72,0.00073255
0.735,0.0008417
0.75,0.00093799
0.765,0.00098905
